1;GSM01438;2015-01-18;151.330;Vectronic Aerospace GmbH;GPS Plus 1D;+393331594557
2;GSM01508;2015-07-01;151.010;Vectronic Aerospace GmbH;GPS Plus 1D;+393336054578
3;GSM01511;2015-07-01;151.070;Vectronic Aerospace GmbH;GPS Plus 1D;+393381555042
4;GSM01512;2015-07-01;151.089;Vectronic Aerospace GmbH;GPS Plus 1D;+393381564898
5;GSM02927;2015-11-06;151.145;Vectronic Aerospace GmbH;GPS Plus 1D;+393345750791
